"/div.col.product-box.tablescraper-selected-row/div.box-inner/div.product-image.position-relative/div.image-inner.position-relative.overflow-hidden/a.d-block href","/div.col.product-box.tablescraper-selected-row/div.box-inner/div.product-image.position-relative/div.image-inner.position-relative.overflow-hidden/a.d-block/image-srcset.res-image/img.lazyShow.res-img-loaded src","/div.col.product-box.tablescraper-selected-row/div.box-inner/div.product-image.position-relative/div.image-inner.position-relative.overflow-hidden/a.d-block/image-srcset.res-image/img.hongo-alternate-image.lazyShow.res-img-loaded src","/div.col.product-box.tablescraper-selected-row/div.box-inner/div.product-image.position-relative/span._lably_item_.i050Ueov7tjbMfBINBmA._1lNtkHrgNKR24Hf9FPPO/div/div.LSr5ZWFCe7hSu3PeNqfQ/div.CovQuwYcHDGd3wEUk0gD/div.LRGbrZL8kxtEJHDI5e7w.DsrLWJ1nq50fgWnGQeUw.PyFIL5YgdvMFUqpp_h4d/span.BKvDE5E0dXHrlJJ1F5vw.OGTb23_HABI5V4s9tLEL","/div.col.product-box.tablescraper-selected-row/div.box-inner/div.product-footer/a.product-title.alt-font","/div.col.product-box.tablescraper-selected-row/div.box-inner/div.product-footer/a.product-title.alt-font href","/div.col.product-box.tablescraper-selected-row/div.box-inner/div.product-footer/div.price-box.justify-content-center.alt-font/div.price-wrapper/div.price__pix/span.price-item.price-item--regular","/div.col.product-box.tablescraper-selected-row/div.box-inner/div.product-footer/div.price-box.justify-content-center.alt-font/div.price-wrapper/div.price__pix/small.pix-label"
"https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-600kwh-mes-4-96kwp-8-painel-sunova-620w-inversor-deye-5kw-110-220v-bateria-dyness-5-12kwh","https://www.meugerador.com.br/cdn/shop/files/Kit_Energia_Solar_Ongrid_Painel_Sunova_620W_black_Inversor_Hibrido_Deye_Bateria_Dyness.png?v=1760386173&width=535","https://www.meugerador.com.br/cdn/shop/files/b7255134f5daaea630bdcda7f51ca211_694e190b-67ee-44c9-8f90-2d065ed4e32a.png?v=1760127914&width=535","","Kit Energia Solar Híbrido 600kWh Mês 4,96kWp 8 Painel Sunova 620W Inversor Deye 5kW 110/220V Bateria Dyness 5,12kWh","https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-600kwh-mes-4-96kwp-8-painel-sunova-620w-inversor-deye-5kw-110-220v-bateria-dyness-5-12kwh","R$ 25.214,96","À vista no PIX com 15% OFF"
"https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-700kwh-mes-5-58kwp-9-painel-sunova-620w-inversor-deye-5kw-110-220v-bateria-dyness-5-12kwh","https://www.meugerador.com.br/cdn/shop/files/Kit_Energia_Solar_Ongrid_Painel_Sunova_620W_black_Inversor_Hibrido_Deye_Bateria_Dyness.png?v=1760386173&width=535","https://www.meugerador.com.br/cdn/shop/files/b7255134f5daaea630bdcda7f51ca211_eadb381c-f96c-43d3-8756-ad00d5239881.png?v=1760128747&width=535","","Kit Energia Solar Híbrido 700kWh Mês 5,58kWp 9 Painel Sunova 620W Inversor Deye 5kW 110/220V Bateria Dyness 5,12kWh","https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-700kwh-mes-5-58kwp-9-painel-sunova-620w-inversor-deye-5kw-110-220v-bateria-dyness-5-12kwh","R$ 26.036,41","À vista no PIX com 15% OFF"
"https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-600kwh-mes-4-88kwp-8-painel-sunova-610w-inversor-deye-5kw-110-220v-bateria-must-5-12kwh","https://www.meugerador.com.br/cdn/shop/files/KIT_ENERGIA_SOLAR_HIBRIDO_INVERSOR_DEYE_PAINEL_SUNOVA_610W_BATERIA_MUST_5_12KW.png?v=1753445496&width=535","https://www.meugerador.com.br/cdn/shop/files/b7255134f5daaea630bdcda7f51ca211_09b80e3c-7ded-4751-85e8-84be5757e1fa.png?v=1753443538&width=535","","Kit Energia Solar Híbrido 600kWh Mês 4,88kWp 8 Painel Sunova 610W Inversor Deye 5kW 110/220V Bateria Must 5,12kWh","https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-600kwh-mes-4-88kwp-8-painel-sunova-610w-inversor-deye-5kw-110-220v-bateria-must-5-12kwh","R$ 26.421,35","À vista no PIX com 15% OFF"
"https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-800kwh-mes-6-20kwp-10-painel-sunova-620w-inversor-deye-5kw-110-220v-bateria-dyness-5-12kwh","https://www.meugerador.com.br/cdn/shop/files/Kit_Energia_Solar_Ongrid_Painel_Sunova_620W_black_Inversor_Hibrido_Deye_Bateria_Dyness.png?v=1760386173&width=535","https://www.meugerador.com.br/cdn/shop/files/430c38b177a1c8463fba171a5e45993d_ab99f7a8-c7af-40e3-b351-cd32b5f9c236.png?v=1760357605&width=535","","Kit Energia Solar Híbrido 800kWh Mês 6,20kWp 10 Painel Sunova 620W Inversor Deye 5kW 110/220V Bateria Dyness 5,12kWh","https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-800kwh-mes-6-20kwp-10-painel-sunova-620w-inversor-deye-5kw-110-220v-bateria-dyness-5-12kwh","R$ 26.618,86","À vista no PIX com 15% OFF"
"https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-1050kwh-mes-8-06kwp-13-painel-sunova-full-black-620w-inversor-deye-8kw-220v-2mppt-bateria-dyness-5-12kwh","https://www.meugerador.com.br/cdn/shop/files/Kit_Energia_Solar_Ongrid_Painel_Sunova_620W_black_Inversor_Hibrido_Deye_Bateria_Dyness.png?v=1760386173&width=535","https://www.meugerador.com.br/cdn/shop/files/INVERSOR_HIBRIDO_DEYE_SUN8K-SG05LP1-EU_FRONTAL.webp?v=1760374288&width=535","","Kit Energia Solar Híbrido 1050kWh Mês 8,06KWP 13 Painel Sunova Full Black 620W Inversor Deye 8KW 220V 2MPPT Bateria Dyness 5,12KWH","https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-1050kwh-mes-8-06kwp-13-painel-sunova-full-black-620w-inversor-deye-8kw-220v-2mppt-bateria-dyness-5-12kwh","R$ 26.967,63","À vista no PIX com 15% OFF"
"https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-700kwh-mes-5-49kwp-9-painel-sunova-610w-inversor-deye-5kw-110-220v-bateria-must-5-12kwh","https://www.meugerador.com.br/cdn/shop/files/KIT_ENERGIA_SOLAR_HIBRIDO_INVERSOR_DEYE_PAINEL_SUNOVA_610W_BATERIA_MUST_5_12KW.png?v=1753445496&width=535","https://www.meugerador.com.br/cdn/shop/files/b7255134f5daaea630bdcda7f51ca211_de2528cc-2606-4d55-a233-ba014e8cda73.png?v=1753443411&width=535","","Kit Energia Solar Híbrido 700kWh Mês 5,49kWp 9 Painel Sunova 610W Inversor Deye 5kW 110/220V Bateria Must 5,12kWh","https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-700kwh-mes-5-49kwp-9-painel-sunova-610w-inversor-deye-5kw-110-220v-bateria-must-5-12kwh","R$ 27.003,79","À vista no PIX com 15% OFF"
"https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-900kwh-mes-6-82kwp-11-painel-sunova-620w-inversor-deye-5kw-110-220v-bateria-dyness-5-12kwh","https://www.meugerador.com.br/cdn/shop/files/Kit_Energia_Solar_Ongrid_Painel_Sunova_620W_black_Inversor_Hibrido_Deye_Bateria_Dyness.png?v=1760386173&width=535","https://www.meugerador.com.br/cdn/shop/files/430c38b177a1c8463fba171a5e45993d_f9dfc093-f7fa-48fb-acde-f09f19624431.png?v=1760359236&width=535","","Kit Energia Solar Híbrido 900kWh Mês 6,82kWp 11 Painel Sunova 620W Inversor Deye 5kW 110/220V Bateria Dyness 5,12kWh","https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-900kwh-mes-6-82kwp-11-painel-sunova-620w-inversor-deye-5kw-110-220v-bateria-dyness-5-12kwh","R$ 27.201,30","À vista no PIX com 15% OFF"
"https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-1100kwh-mes-8-68kwp-14-painel-sunova-620w-full-black-deye-8kw-220v-bateria-dyness-5-12kwh","https://www.meugerador.com.br/cdn/shop/files/Kit_Energia_Solar_Ongrid_Painel_Sunova_620W_black_Inversor_Hibrido_Deye_Bateria_Dyness.png?v=1760386173&width=535","https://www.meugerador.com.br/cdn/shop/files/INVERSOR_HIBRIDO_DEYE_SUN8K-SG05LP1-EU_FRONTAL.webp?v=1760374288&width=535","","Kit Energia Solar Híbrido 1100kWh Mês 8,68kWp 14 Painel Sunova 620W Full Black Deye 8KW 220V Bateria Dyness 5,12KWH","https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-1100kwh-mes-8-68kwp-14-painel-sunova-620w-full-black-deye-8kw-220v-bateria-dyness-5-12kwh","R$ 27.550,06","À vista no PIX com 15% OFF"
"https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-800kwh-mes-6-10kwp-10-painel-sunova-610w-inversor-deye-5kw-110-220v-bateria-must-5-12kwh","https://www.meugerador.com.br/cdn/shop/files/KIT_ENERGIA_SOLAR_HIBRIDO_INVERSOR_DEYE_PAINEL_SUNOVA_610W_BATERIA_MUST_5_12KW.png?v=1753445496&width=535","https://www.meugerador.com.br/cdn/shop/files/b7255134f5daaea630bdcda7f51ca211_d2d7130c-5b9f-44f7-b779-5f4bcf8e71c9.png?v=1753443330&width=535","","Kit Energia Solar Híbrido 800kWh Mês 6,10kWp 10 Painel Sunova 610W Inversor Deye 5kW 110/220V Bateria Must 5,12kWh","https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-800kwh-mes-6-10kwp-10-painel-sunova-610w-inversor-deye-5kw-110-220v-bateria-must-5-12kwh","R$ 27.586,23","À vista no PIX com 15% OFF"
"https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-1200kwh-mes-9-3kwp-15-painel-sunova-620w-full-black-inversor-deye-8kw-220v-bateria-dyness-5-12kwh","https://www.meugerador.com.br/cdn/shop/files/Kit_Energia_Solar_Ongrid_Painel_Sunova_620W_black_Inversor_Hibrido_Deye_Bateria_Dyness.png?v=1760386173&width=535","https://www.meugerador.com.br/cdn/shop/files/INVERSOR_HIBRIDO_DEYE_SUN8K-SG05LP1-EU_FRONTAL.webp?v=1760374288&width=535","","Kit Energia Solar Híbrido 1200kWh Mês 9,3kWp 15 Painel Sunova 620W Full Black Inversor Deye 8KW 220V Bateria Dyness 5,12KWH","https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-1200kwh-mes-9-3kwp-15-painel-sunova-620w-full-black-inversor-deye-8kw-220v-bateria-dyness-5-12kwh","R$ 28.132,51","À vista no PIX com 15% OFF"
"https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-1300kwh-mes-9-92kwp-16-painel-sunova-620w-full-black-deye-8kw-220v-bateria-dyness-5-12kwh","https://www.meugerador.com.br/cdn/shop/files/Kit_Energia_Solar_Ongrid_Painel_Sunova_620W_black_Inversor_Hibrido_Deye_Bateria_Dyness.png?v=1760386173&width=535","https://www.meugerador.com.br/cdn/shop/files/INVERSOR_HIBRIDO_DEYE_SUN8K-SG05LP1-EU_FRONTAL.webp?v=1760374288&width=535","","Kit Energia Solar Híbrido 1300kWh Mês 9,92kWp 16 Painel Sunova 620W Full Black Deye 8KW 220V Bateria Dyness 5,12KWH","https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-1300kwh-mes-9-92kwp-16-painel-sunova-620w-full-black-deye-8kw-220v-bateria-dyness-5-12kwh","R$ 28.714,96","À vista no PIX com 15% OFF"
"https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-1400kwh-mes-10-54kwp-17-painel-sunova-620w-full-black-inversor-deye-8kw-220v-bateria-dyness-5-12kwh","https://www.meugerador.com.br/cdn/shop/files/Kit_Energia_Solar_Ongrid_Painel_Sunova_620W_black_Inversor_Hibrido_Deye_Bateria_Dyness.png?v=1760386173&width=535","https://www.meugerador.com.br/cdn/shop/files/INVERSOR_HIBRIDO_DEYE_SUN8K-SG05LP1-EU_FRONTAL.webp?v=1760374288&width=535","","Kit Energia Solar Híbrido 1400kWh Mês 10,54kWp 17 Painel Sunova 620W Full Black Inversor Deye 8KW 220V Bateria Dyness 5,12KWH","https://www.meugerador.com.br/collections/kit-solar-hibrido/products/kit-energia-solar-hibrido-1400kwh-mes-10-54kwp-17-painel-sunova-620w-full-black-inversor-deye-8kw-220v-bateria-dyness-5-12kwh","R$ 29.297,39","À vista no PIX com 15% OFF"
