"/div.col.product-box.tablescraper-selected-row/div.box-inner/div.product-image.position-relative/div.image-inner.position-relative.overflow-hidden/a.d-block href","/div.col.product-box.tablescraper-selected-row/div.box-inner/div.product-image.position-relative/div.image-inner.position-relative.overflow-hidden/a.d-block/image-srcset.res-image/img.lazyShow.res-img-loaded src","/div.col.product-box.tablescraper-selected-row/div.box-inner/div.product-image.position-relative/div.image-inner.position-relative.overflow-hidden/a.d-block/image-srcset.res-image/img.hongo-alternate-image.lazyShow.res-img-loaded src","/div.col.product-box.tablescraper-selected-row/div.box-inner/div.product-footer/a.product-title.alt-font","/div.col.product-box.tablescraper-selected-row/div.box-inner/div.product-footer/a.product-title.alt-font href","/div.col.product-box.tablescraper-selected-row/div.box-inner/div.product-footer/div.price-box.justify-content-center.alt-font/div.price-wrapper/div.price__pix/span.price-item.price-item--regular","/div.col.product-box.tablescraper-selected-row/div.box-inner/div.product-footer/div.price-box.justify-content-center.alt-font/div.price-wrapper/div.price__pix/small.pix-label"
"https://www.meugerador.com.br/collections/kit-solar-offgrid/products/gerador-de-energia-solar-2kwp-era-250w-flexivel-growatt-5kw-220v-site","https://www.meugerador.com.br/cdn/shop/files/KIT_ENERGIA_SOLAR_OFFGRID_GROWATT_MOTOR_HOME_SPF_ES_PAINEL_ERA_FLEXIVEL_250W_V2.png?v=1756920657&width=535","https://www.meugerador.com.br/cdn/shop/files/PAINEL_SOLAR_FLEXIVEL_250W_ERA_SOLAR_1000x1000_TRAILLER.jpg?v=1756920661&width=535","Kit Energia Solar Offgrid MotorHome 2kWp até 270kWh Mês Aprox. 8 Painel Era 250W Flexível Inversor Growatt 5kW 220V","https://www.meugerador.com.br/collections/kit-solar-offgrid/products/gerador-de-energia-solar-2kwp-era-250w-flexivel-growatt-5kw-220v-site","R$ 8.952,37","À vista no PIX com 15% OFF"
"https://www.meugerador.com.br/collections/kit-solar-offgrid/products/kit-energia-solar-offgrid-motorhome-1kwp-8-painel-era-250w-flexivel-inversor-growatt-3kw-110v","https://www.meugerador.com.br/cdn/shop/files/KIT_ENERGIA_SOLAR_OFFGRID_GROWATT_MOTOR_HOME_SPF_ES_PAINEL_ERA_FLEXIVEL_250W_V2.png?v=1756920657&width=535","https://www.meugerador.com.br/cdn/shop/files/PAINEL_SOLAR_FLEXIVEL_250W_ERA_SOLAR_1000x1000_BARRACA.jpg?v=1756842827&width=535","Kit Energia Solar Offgrid MotorHome 2kWp até 270kWh Mês Aprox. 8 Painel Era 250W Flexível Inversor Growatt 3kW 110V","https://www.meugerador.com.br/collections/kit-solar-offgrid/products/kit-energia-solar-offgrid-motorhome-1kwp-8-painel-era-250w-flexivel-inversor-growatt-3kw-110v","R$ 9.001,56","À vista no PIX com 15% OFF"
"https://www.meugerador.com.br/collections/kit-solar-offgrid/products/kit-energia-solar-offgrid-4-96kwp-8-painel-sunova-620w-inversor-growatt-5kw-220v","https://www.meugerador.com.br/cdn/shop/files/KIT_ENERGIA_SOLAR_OFFGRID_GROWATT_PAINEL_SUNOVA_620W_PRETO_COMPOSITO.png?v=1759522825&width=535","https://www.meugerador.com.br/cdn/shop/files/678814a3ee4ba07519ef79ddec79d48c_e230b368-336c-49a1-af97-048ad679bffe.png?v=1759520125&width=535","Kit Energia Solar Offgrid 4,96kWp 8 Painel Sunova 620W Inversor Growatt 5kW 220V","https://www.meugerador.com.br/collections/kit-solar-offgrid/products/kit-energia-solar-offgrid-4-96kwp-8-painel-sunova-620w-inversor-growatt-5kw-220v","R$ 9.731,88","À vista no PIX com 15% OFF"
"https://www.meugerador.com.br/collections/kit-solar-offgrid/products/kit-energia-solar-offgrid-4-96kwp-8-painel-sunova-620w-inversor-growatt-3kw-110v","https://www.meugerador.com.br/cdn/shop/files/KIT_ENERGIA_SOLAR_OFFGRID_GROWATT_PAINEL_SUNOVA_620W_PRETO_COMPOSITO.png?v=1759522825&width=535","https://www.meugerador.com.br/cdn/shop/files/678814a3ee4ba07519ef79ddec79d48c_1e47eee2-b7c0-48c8-be48-66d7b228a77e.png?v=1759521580&width=535","Kit Energia Solar Offgrid 4,96kWp 8 Painel Sunova 620W Inversor Growatt 3kW 110V","https://www.meugerador.com.br/collections/kit-solar-offgrid/products/kit-energia-solar-offgrid-4-96kwp-8-painel-sunova-620w-inversor-growatt-3kw-110v","R$ 9.781,08","À vista no PIX com 15% OFF"
"https://www.meugerador.com.br/collections/kit-solar-offgrid/products/kit-energia-solar-offgrid-motorhome-2-5kwp-ate-330kwh-mes-aprox-10-painel-era-250w-flexivel-inversor-growatt-5kw-220v","https://www.meugerador.com.br/cdn/shop/files/KIT_ENERGIA_SOLAR_OFFGRID_GROWATT_MOTOR_HOME_SPF_ES_PAINEL_ERA_FLEXIVEL_250W_V2.png?v=1756920657&width=535","https://www.meugerador.com.br/cdn/shop/files/PAINEL_SOLAR_FLEXIVEL_250W_ERA_SOLAR_1000x1000_3.png?v=1756920669&width=535","Kit Energia Solar Offgrid MotorHome 2,5kWp até 330kWh Mês Aprox. 10 Painel Era 250W Flexível Inversor Growatt 5kW 220V","https://www.meugerador.com.br/collections/kit-solar-offgrid/products/kit-energia-solar-offgrid-motorhome-2-5kwp-ate-330kwh-mes-aprox-10-painel-era-250w-flexivel-inversor-growatt-5kw-220v","R$ 9.978,75","À vista no PIX com 15% OFF"
"https://www.meugerador.com.br/collections/kit-solar-offgrid/products/kit-energia-solar-offgrid-motorhome-2-5kwp-200kwh-mes-aprox-10-painel-era-250w-flexivel-inversor-growatt-3kw-110v","https://www.meugerador.com.br/cdn/shop/files/KIT_ENERGIA_SOLAR_OFFGRID_GROWATT_MOTOR_HOME_SPF_ES_PAINEL_ERA_FLEXIVEL_250W_V2.png?v=1756920657&width=535","https://www.meugerador.com.br/cdn/shop/files/PAINEL_SOLAR_FLEXIVEL_250W_ERA_SOLAR_1000x1000_BARRACA.jpg?v=1756842827&width=535","Kit Energia Solar Offgrid MotorHome 2,5kWp até 330kWh Mês Aprox. 10 Painel Era 250W Flexível Inversor Growatt 3kW 110V","https://www.meugerador.com.br/collections/kit-solar-offgrid/products/kit-energia-solar-offgrid-motorhome-2-5kwp-200kwh-mes-aprox-10-painel-era-250w-flexivel-inversor-growatt-3kw-110v","R$ 10.027,93","À vista no PIX com 15% OFF"
"https://www.meugerador.com.br/collections/kit-solar-offgrid/products/kit-energia-solar-offgrid-6-20kwp-10-painel-sunova-620w-inversor-growatt-5kw-220v","https://www.meugerador.com.br/cdn/shop/files/KIT_ENERGIA_SOLAR_OFFGRID_GROWATT_PAINEL_SUNOVA_620W_PRETO_COMPOSITO.png?v=1759522825&width=535","https://www.meugerador.com.br/cdn/shop/files/678814a3ee4ba07519ef79ddec79d48c_34631338-9f54-4d35-b484-203bfac3f292.png?v=1759522815&width=535","Kit Energia Solar Offgrid 6,20kWp 10 Painel Sunova 620W Inversor Growatt 5kW 220V","https://www.meugerador.com.br/collections/kit-solar-offgrid/products/kit-energia-solar-offgrid-6-20kwp-10-painel-sunova-620w-inversor-growatt-5kw-220v","R$ 10.896,77","À vista no PIX com 15% OFF"
"https://www.meugerador.com.br/collections/kit-solar-offgrid/products/kit-energia-solar-offgrid-2-48kwp-4-painel-sunova-620w-inversor-growatt-5kw-220v-bateria-dyness-5-12kwh","https://www.meugerador.com.br/cdn/shop/files/KIT_ENERGIA_SOLAR_OFFGRID_GROWATT_PAINEL_SUNOVA_620W_PRETO_COMPOSITO_BATERIA_DYNESS.png?v=1759838609&width=535","https://www.meugerador.com.br/cdn/shop/files/678814a3ee4ba07519ef79ddec79d48c_2a6c4eef-829b-4935-9b93-c01608df5162.png?v=1759753173&width=535","Kit Energia Solar Offgrid 2,48kWp 4 Painel Sunova 620W Inversor Growatt 5kW 220V Bateria Dyness 5,12kWh","https://www.meugerador.com.br/collections/kit-solar-offgrid/products/kit-energia-solar-offgrid-2-48kwp-4-painel-sunova-620w-inversor-growatt-5kw-220v-bateria-dyness-5-12kwh","R$ 13.230,76","À vista no PIX com 15% OFF"
"https://www.meugerador.com.br/collections/kit-solar-offgrid/products/kit-energia-solar-offgrid-2-48kwp-4-painel-sunova-620w-inversor-growatt-3kw-110v-bateria-dyness-5-12kwh","https://www.meugerador.com.br/cdn/shop/files/KIT_ENERGIA_SOLAR_OFFGRID_GROWATT_PAINEL_SUNOVA_620W_PRETO_COMPOSITO_BATERIA_DYNESS.png?v=1759838609&width=535","https://www.meugerador.com.br/cdn/shop/files/678814a3ee4ba07519ef79ddec79d48c_8e1af651-ef3f-4e99-962b-21690e4d053f.png?v=1759753855&width=535","Kit Energia Solar Offgrid 2,48kWp 4 Painel Sunova 620W Inversor Growatt 3kW 110V Bateria Dyness 5,12kWh","https://www.meugerador.com.br/collections/kit-solar-offgrid/products/kit-energia-solar-offgrid-2-48kwp-4-painel-sunova-620w-inversor-growatt-3kw-110v-bateria-dyness-5-12kwh","R$ 13.279,96","À vista no PIX com 15% OFF"
"https://www.meugerador.com.br/collections/kit-solar-offgrid/products/kit-energia-solar-offgrid-motorhome-1kwp-80kwh-mes-aprox-8-painel-era-250w-flexivel-inversor-growatt-3kw-110v-bateria-dyness-5-12kwh","https://www.meugerador.com.br/cdn/shop/files/KIT_ENERGIA_SOLAR_OFFGRID_GROWATT_MOTOR_HOME_SPF_ES_PAINEL_ERA_FLEXIVEL_250W_BATERIA_DYNESS.png?v=1756914237&width=535","https://www.meugerador.com.br/cdn/shop/files/PAINEL_SOLAR_FLEXIVEL_250W_ERA_SOLAR_1000x1000_BARRACA.jpg?v=1756842827&width=535","Kit Energia Solar Offgrid MotorHome 1kWp até 170kWh Mês Aprox. 4 Painel Era 250W Flexível Inversor Growatt 3kW 110V Bateria Dyness 5,12kWh","https://www.meugerador.com.br/collections/kit-solar-offgrid/products/kit-energia-solar-offgrid-motorhome-1kwp-80kwh-mes-aprox-8-painel-era-250w-flexivel-inversor-growatt-3kw-110v-bateria-dyness-5-12kwh","R$ 13.374,45","À vista no PIX com 15% OFF"
"https://www.meugerador.com.br/collections/kit-solar-offgrid/products/kit-energia-solar-offgrid-motorhome-1-25kwp-ate-170kwh-mes-aprox-8-painel-era-250w-flexivel-inversor-growatt-5kw-220v-bateria-dyness-5-12kwh","","https://www.meugerador.com.br/cdn/shop/files/PAINEL_SOLAR_FLEXIVEL_250W_ERA_SOLAR_1000x1000_TRAILLER.jpg?v=1756920661&width=535","Kit Energia Solar Offgrid MotorHome 1,25kWp até 170kWh Mês Aprox. 5 Painel Era 250W Flexível Inversor Growatt 5kW 220V Bateria Dyness 5,12kWh","https://www.meugerador.com.br/collections/kit-solar-offgrid/products/kit-energia-solar-offgrid-motorhome-1-25kwp-ate-170kwh-mes-aprox-8-painel-era-250w-flexivel-inversor-growatt-5kw-220v-bateria-dyness-5-12kwh","R$ 13.466,93","À vista no PIX com 15% OFF"
"https://www.meugerador.com.br/collections/kit-solar-offgrid/products/kit-energia-solar-offgrid-motorhome-2kwp-170kwh-mes-aprox-8-painel-era-250w-flexivel-inversor-growatt-3kw-110v-bateria-dyness-5-12kwh","","https://www.meugerador.com.br/cdn/shop/files/PAINEL_SOLAR_FLEXIVEL_250W_ERA_SOLAR_1000x1000_BARRACA.jpg?v=1756842827&width=535","Kit Energia Solar Offgrid MotorHome 1,25kWp até 170kWh Mês Aprox. 5 Painel Era 250W Flexível Inversor Growatt 3kW 110V Bateria Dyness 5,12kWh","https://www.meugerador.com.br/collections/kit-solar-offgrid/products/kit-energia-solar-offgrid-motorhome-2kwp-170kwh-mes-aprox-8-painel-era-250w-flexivel-inversor-growatt-3kw-110v-bateria-dyness-5-12kwh","R$ 13.902,30","À vista no PIX com 15% OFF"
"https://www.meugerador.com.br/collections/kit-solar-offgrid/products/kit-energia-solar-offgrid-motorhome-1-5kwp-ate-200kwh-mes-aprox-6-painel-era-250w-flexivel-inversor-growatt-5kw-220v-bateria-dyness-5-12kwh","","https://www.meugerador.com.br/cdn/shop/files/PAINEL_SOLAR_FLEXIVEL_250W_ERA_SOLAR_1000x1000_TRAILLER.jpg?v=1756920661&width=535","Kit Energia Solar Offgrid MotorHome 1,5kWp até 200kWh Mês Aprox. 6 Painel Era 250W Flexível Inversor Growatt 5kW 220V Bateria Dyness 5,12kWh","https://www.meugerador.com.br/collections/kit-solar-offgrid/products/kit-energia-solar-offgrid-motorhome-1-5kwp-ate-200kwh-mes-aprox-6-painel-era-250w-flexivel-inversor-growatt-5kw-220v-bateria-dyness-5-12kwh","R$ 13.980,12","À vista no PIX com 15% OFF"
"https://www.meugerador.com.br/collections/kit-solar-offgrid/products/kit-energia-solar-offgrid-2-48kwp-4-painel-sunova-620w-inversor-must-5kw-220v-bateria-litio-5-12kwh","","https://www.meugerador.com.br/cdn/shop/files/01a12f012d74b55b7eef84ac189c9b32.jpg?v=1760041063&width=535","Kit Energia Solar Offgrid 2,48kWp 4 Painel Sunova 620W Inversor Must 5kW 220V Bateria Lítio 5,12kWh","https://www.meugerador.com.br/collections/kit-solar-offgrid/products/kit-energia-solar-offgrid-2-48kwp-4-painel-sunova-620w-inversor-must-5kw-220v-bateria-litio-5-12kwh","R$ 13.986,92","À vista no PIX com 15% OFF"
"https://www.meugerador.com.br/collections/kit-solar-offgrid/products/kit-energia-solar-offgrid-2-48kwp-4-painel-sunova-620w-inversor-must-5kw-110v-bateria-litio-5-12kwh","https://www.meugerador.com.br/cdn/shop/files/KIT_ENERGIA_SOLAR_OFFGRID_MUST_110V_SUNOVA_620W.png?v=1760101284&width=535","https://www.meugerador.com.br/cdn/shop/files/c87110a51eb8ba61df922b3d4f5d65e2_02ccee87-4108-48bb-82ef-4ff8ca55070c.jpg?v=1760040648&width=535","Kit Energia Solar Offgrid 2,48kWp 4 Painel Sunova 620W Inversor Must 5kW 110V Bateria Lítio 5,12kWh","https://www.meugerador.com.br/collections/kit-solar-offgrid/products/kit-energia-solar-offgrid-2-48kwp-4-painel-sunova-620w-inversor-must-5kw-110v-bateria-litio-5-12kwh","R$ 14.025,14","À vista no PIX com 15% OFF"
"https://www.meugerador.com.br/collections/kit-solar-offgrid/products/kit-energia-solar-offgrid-3-72kwp-6-painel-sunova-620w-inversor-growatt-5kw-220v-bateria-dyness-5-12kwh","https://www.meugerador.com.br/cdn/shop/files/KIT_ENERGIA_SOLAR_OFFGRID_GROWATT_PAINEL_SUNOVA_620W_PRETO_COMPOSITO_BATERIA_DYNESS.png?v=1759838609&width=535","https://www.meugerador.com.br/cdn/shop/files/678814a3ee4ba07519ef79ddec79d48c_8e9703c5-9e58-4431-902f-cb708e7946e2.png?v=1759758675&width=535","Kit Energia Solar Offgrid 3,72kWp 6 Painel Sunova 620W Inversor Growatt 5kW 220V Bateria Dyness 5,12kWh","https://www.meugerador.com.br/collections/kit-solar-offgrid/products/kit-energia-solar-offgrid-3-72kwp-6-painel-sunova-620w-inversor-growatt-5kw-220v-bateria-dyness-5-12kwh","R$ 14.395,65","À vista no PIX com 15% OFF"
"https://www.meugerador.com.br/collections/kit-solar-offgrid/products/kit-energia-solar-offgrid-motorhome-1-75kwp-ate-230kwh-mes-aprox-7-painel-era-250w-flexivel-inversor-growatt-3kw-110v-bateria-dyness-5-12kwh","https://www.meugerador.com.br/cdn/shop/files/KIT_ENERGIA_SOLAR_OFFGRID_GROWATT_MOTOR_HOME_SPF_ES_PAINEL_ERA_FLEXIVEL_250W_BATERIA_DYNESS.png?v=1756914237&width=535","https://www.meugerador.com.br/cdn/shop/files/PAINEL_SOLAR_FLEXIVEL_250W_ERA_SOLAR_1000x1000_TRAILLER.jpg?v=1756920661&width=535","Kit Energia Solar Offgrid MotorHome 1,75kWp até 230kWh Mês Aprox. 7 Painel Era 250W Flexível Inversor Growatt 5kW 110V Bateria Dyness 5,12kWh","https://www.meugerador.com.br/collections/kit-solar-offgrid/products/kit-energia-solar-offgrid-motorhome-1-75kwp-ate-230kwh-mes-aprox-7-painel-era-250w-flexivel-inversor-growatt-3kw-110v-bateria-dyness-5-12kwh","R$ 14.493,31","À vista no PIX com 15% OFF"
"https://www.meugerador.com.br/collections/kit-solar-offgrid/products/kit-energia-solar-offgrid-motorhome-2kwp-ate-270kwh-mes-aprox-8-painel-era-250w-flexivel-inversor-growatt-5kw-220v-bateria-dyness-5-12wh","https://www.meugerador.com.br/cdn/shop/files/KIT_ENERGIA_SOLAR_OFFGRID_GROWATT_MOTOR_HOME_SPF_ES_PAINEL_ERA_FLEXIVEL_250W_BATERIA_DYNESS.png?v=1756914237&width=535","https://www.meugerador.com.br/cdn/shop/files/PAINEL_SOLAR_FLEXIVEL_250W_ERA_SOLAR_1000x1000_TRAILLER.jpg?v=1756920661&width=535","Kit Energia Solar Offgrid MotorHome 2kWp até 270kWh Mês Aprox. 8 Painel Era 250W Flexível Inversor Growatt 5kW 220V Bateria Dyness 5,12Wh","https://www.meugerador.com.br/collections/kit-solar-offgrid/products/kit-energia-solar-offgrid-motorhome-2kwp-ate-270kwh-mes-aprox-8-painel-era-250w-flexivel-inversor-growatt-5kw-220v-bateria-dyness-5-12wh","R$ 15.006,50","À vista no PIX com 15% OFF"
"https://www.meugerador.com.br/collections/kit-solar-offgrid/products/kit-energia-solar-offgrid-3-72kwp-6-painel-sunova-620w-inversor-must-5kw-220v-bateria-litio-5-12kwh","https://www.meugerador.com.br/cdn/shop/files/KIT_ENERGIA_SOLAR_OFFGRID_MUST_220V_SUNOVA_620W.png?v=1760099341&width=535","https://www.meugerador.com.br/cdn/shop/files/01a12f012d74b55b7eef84ac189c9b32_b7ca0a84-506c-40c1-9358-4d8b990c0ede.jpg?v=1760095068&width=535","Kit Energia Solar Offgrid 3,72kWp 6 Painel Sunova 620W Inversor Must 5kW 220V Bateria Lítio 5,12kWh","https://www.meugerador.com.br/collections/kit-solar-offgrid/products/kit-energia-solar-offgrid-3-72kwp-6-painel-sunova-620w-inversor-must-5kw-220v-bateria-litio-5-12kwh","R$ 15.151,80","À vista no PIX com 15% OFF"
