"/div.col.product-box.tablescraper-selected-row/div.box-inner/div.product-image.position-relative.photoshow__thumbnail--viewed/div.image-inner.position-relative.overflow-hidden/a.d-block href","/div.col.product-box.tablescraper-selected-row/div.box-inner/div.product-image.position-relative.photoshow__thumbnail--viewed/div.image-inner.position-relative.overflow-hidden/a.d-block/image-srcset.res-image/img.lazyShow.res-img-loaded src","/div.col.product-box.tablescraper-selected-row/div.box-inner/div.product-image.position-relative.photoshow__thumbnail--viewed/div.image-inner.position-relative.overflow-hidden/a.d-block/image-srcset.res-image/img.hongo-alternate-image.lazyShow.res-img-loaded src","/div.col.product-box.tablescraper-selected-row/div.box-inner/div.product-footer/a.product-title.alt-font","/div.col.product-box.tablescraper-selected-row/div.box-inner/div.product-footer/a.product-title.alt-font href","/div.col.product-box.tablescraper-selected-row/div.box-inner/div.product-footer/div.price-box.justify-content-center.alt-font/div.price-wrapper/div.price__pix/span.price-item.price-item--regular","/div.col.product-box.tablescraper-selected-row/div.box-inner/div.product-footer/div.price-box.justify-content-center.alt-font/div.price-wrapper/div.price__pix/small.pix-label"
"","","","Kit Energia Solar Ongrid 600kWh Mês 4,96kWp 8 Painel Sunova 620W Inversor Growatt 5kW X2 220V 2MPPT","https://www.meugerador.com.br/collections/kits-solar-ongrid/products/kit-energia-solar-ongrid-600kwh-mes-4-96kwp-8-painel-sunova-620w-inversor-growatt-5kw-x2-220v-2mppt","R$ 7.334,84","À vista no PIX com 15% OFF"
"","","","Kit Energia Solar Ongrid 600kWh Mês 4,96kWp 8 Painel Sunova 620W Inversor Livoltek 3,3kW 220V 1MPPT","https://www.meugerador.com.br/collections/kits-solar-ongrid/products/kit-energia-solar-ongrid-600kwh-mes-4-96kwp-8-painel-sunova-620w-inversor-livoltek-3-3kw-220v-1mppt","R$ 7.347,73","À vista no PIX com 15% OFF"
"","","","Kit Energia Solar Ongrid 600kWh Mês 4,96kWp 8 Painel Sunova 620W MicroInversor Deye 4,5kW 220V 8MPPT","https://www.meugerador.com.br/collections/kits-solar-ongrid/products/kit-energia-solar-ongrid-600kwh-mes-4-96kwp-8-painel-sunova-620w-microinversor-deye-4-5kw-220v-8mppt","R$ 7.370,45","À vista no PIX com 15% OFF"
"","","","Kit Energia Solar Ongrid 600kWh Mês 4,96kWp 8 Painel Sunova 620W Micro Growatt 4,5kW 220V 8MPPT","https://www.meugerador.com.br/collections/kits-solar-ongrid/products/kit-energia-solar-ongrid-600kwh-mes-4-96kwp-8-painel-sunova-620w-micro-growatt-4-5kw-220v-8mppt","R$ 7.435,57","À vista no PIX com 15% OFF"
"","","","Kit Energia Solar Ongrid 600kWh Mês 4,96kWp 8 Painel Sunova 620W Inversor Growatt 6kW X2 220V 2MPPT","https://www.meugerador.com.br/collections/kits-solar-ongrid/products/kit-energia-solar-ongrid-600kwh-mes-4-96kwp-8-painel-sunova-620w-inversor-growatt-6kw-x2-220v-2mppt","R$ 7.552,45","À vista no PIX com 15% OFF"
"","","","Kit Energia Solar Ongrid 700kWh Mês 5,58kWp 9 Painel Sunova 620W Inversor SAJ 6kW 220V 2MPPT","https://www.meugerador.com.br/collections/kits-solar-ongrid/products/kit-energia-solar-ongrid-700kwh-mes-5-58kwp-9-painel-sunova-620w-inversor-saj-6kw-220v-2mppt","R$ 8.013,02","À vista no PIX com 15% OFF"
"","","","Kit Energia Solar Ongrid 600kWh Mês 4,96kWp 8 Painel Sunova 620W Inversor Sungrow 6kW 220V 2MPPT","https://www.meugerador.com.br/collections/kits-solar-ongrid/products/kit-energia-solar-ongrid-600kwh-mes-4-96kwp-8-painel-sunova-620w-inversor-sungrow-6kw-220v-2mppt","R$ 8.056,79","À vista no PIX com 15% OFF"
"","","","Kit Energia Solar Ongrid 700kWh Mês 5,58kWp 9 Painel Sunova 620W Inversor Growatt 5kW X2 220V 2MPPT","https://www.meugerador.com.br/collections/kits-solar-ongrid/products/kit-energia-solar-ongrid-700kwh-mes-5-58kwp-9-painel-sunova-620w-inversor-growatt-5kw-x2-220v-2mppt","R$ 8.156,29","À vista no PIX com 15% OFF"
"","","","Kit Energia Solar Ongrid 700kWh Mês 5,58kWp 9 Painel Sunova 620W Inversor Growatt 6kW X2 220V 2MPPT","https://www.meugerador.com.br/collections/kits-solar-ongrid/products/kit-energia-solar-ongrid-700kwh-mes-5-58kwp-9-painel-sunova-620w-inversor-growatt-6kw-x2-220v-2mppt","R$ 8.373,91","À vista no PIX com 15% OFF"
"","","","Kit Energia Solar Ongrid 700kWh Mês 5,58kWp 9 Painel Sunova 620W Inversor Sungrow 5kW 220V 2MPPT","https://www.meugerador.com.br/collections/kits-solar-ongrid/products/kit-energia-solar-ongrid-700kwh-mes-5-58kwp-9-painel-sunova-620w-inversor-sungrow-5kw-220v-2mppt","R$ 8.423,97","À vista no PIX com 15% OFF"
"","","","Kit Energia Solar Ongrid 800kWh Mês 6,20kWp 10 Painel Sunova 620W Inversor SAJ 6kW 220V 2MPPT","https://www.meugerador.com.br/collections/kits-solar-ongrid/products/kit-energia-solar-ongrid-800kwh-mes-6-20kwp-10-painel-sunova-620w-inversor-saj-6kw-220v-2mppt","R$ 8.595,46","À vista no PIX com 15% OFF"
"","","","Kit Energia Solar Ongrid 700kWh Mês 5,58kWp 9 Painel Sunova 620W Inversor Sungrow 6kW 220V 2MPPT","https://www.meugerador.com.br/collections/kits-solar-ongrid/products/kit-energia-solar-ongrid-700kwh-mes-5-58kwp-9-painel-sunova-620w-inversor-sungrow-6kw-220v-2mppt","R$ 8.878,25","À vista no PIX com 15% OFF"
"","","","Kit Energia Solar Ongrid 800kWh Mês 6,20kWp 10 Painel Sunova 620W Inversor Growatt 6kW X2 220V 2MPPT","https://www.meugerador.com.br/collections/kits-solar-ongrid/products/kit-energia-solar-ongrid-800kwh-mes-6-20kwp-10-painel-sunova-620w-inversor-growatt-6kw-x2-220v-2mppt","R$ 8.956,35","À vista no PIX com 15% OFF"
"","","","Kit Energia Solar Ongrid 700kWh Mês 5,58kWp 9 Painel Sunova 620W MicroInversor SAJ 6,75kW 220V 12MPPT","https://www.meugerador.com.br/collections/kits-solar-ongrid/products/kit-energia-solar-ongrid-700kwh-mes-5-58kwp-9-painel-sunova-620w-microinversor-saj-6-75kw-220v-12mppt","R$ 8.973,45","À vista no PIX com 15% OFF"
"","","","Kit Energia Solar Ongrid 900kWh Mês 6,82kWp 11 Painel Sunova 620W Inversor SAJ 6kW 220V 2MPPT","https://www.meugerador.com.br/collections/kits-solar-ongrid/products/kit-energia-solar-ongrid-900kwh-mes-6-82kwp-11-painel-sunova-620w-inversor-saj-6kw-220v-2mppt","R$ 9.191,43","À vista no PIX com 15% OFF"
"","","","Kit Energia Solar Ongrid 700kWh Mês 5,58kWp 9 Painel Sunova 620W MicroInversor Deye 6,75kW 220V 12MPPT","https://www.meugerador.com.br/collections/kits-solar-ongrid/products/kit-energia-solar-ongrid-700kwh-mes-5-58kwp-9-painel-sunova-620w-microinversor-deye-6-75kw-220v-12mppt","R$ 9.194,21","À vista no PIX com 15% OFF"
"","","","Kit Energia Solar Ongrid 700kWh Mês 5,58kWp 9 Painel Sunova 620W Micro Growatt 6,75kW 220V 12MPPT","https://www.meugerador.com.br/collections/kits-solar-ongrid/products/kit-energia-solar-ongrid-700kwh-mes-5-58kwp-9-painel-sunova-620w-micro-growatt-6-75kw-220v-12mppt","R$ 9.291,89","À vista no PIX com 15% OFF"
"","","","Kit Energia Solar Ongrid 700kWh Mês 5,58kWp 9 Painel Sunova 620W Inversor Growatt X2 7,5kW 220V 2MPPT (FASTTRACK)","https://www.meugerador.com.br/collections/kits-solar-ongrid/products/kit-energia-solar-ongrid-700kwh-mes-5-58kwp-9-painel-sunova-620w-inversor-growatt-x2-7-5kw-220v-2mppt-fasttrack","R$ 9.429,72","À vista no PIX com 15% OFF"
"","","","Kit Energia Solar Ongrid 800kWh Mês 6,20kWp 10 Painel Sunova 620W Inversor Sungrow 6kW 220V 2MPPT","https://www.meugerador.com.br/collections/kits-solar-ongrid/products/kit-energia-solar-ongrid-800kwh-mes-6-20kwp-10-painel-sunova-620w-inversor-sungrow-6kw-220v-2mppt","R$ 9.460,69","À vista no PIX com 15% OFF"
"","","","Kit Energia Solar Ongrid 900kWh Mês 6,82kWp 11 Painel Sunova 620W Inversor Growatt 6kW X2 220V 2MPPT","https://www.meugerador.com.br/collections/kits-solar-ongrid/products/kit-energia-solar-ongrid-900kwh-mes-6-82kwp-11-painel-sunova-620w-inversor-growatt-6kw-x2-220v-2mppt","R$ 9.538,79","À vista no PIX com 15% OFF"
"","","","Kit Energia Solar Ongrid 800kWh Mês 6,20kWp 10 Painel Sunova 620W MicroInversor SAJ 6,75kW 220V 12MPPT","https://www.meugerador.com.br/collections/kits-solar-ongrid/products/kit-energia-solar-ongrid-800kwh-mes-6-20kwp-10-painel-sunova-620w-microinversor-saj-6-75kw-220v-12mppt","R$ 9.576,49","À vista no PIX com 15% OFF"
"","","","Kit Energia Solar Ongrid 1000kWh Mês 7,44kWp 12 Painel Sunova 620W Inversor SAJ 6kW 220V 2MPPT","https://www.meugerador.com.br/collections/kits-solar-ongrid/products/kit-energia-solar-ongrid-1000kwh-mes-7-44kwp-12-painel-sunova-620w-inversor-saj-6kw-220v-2mppt","R$ 9.760,34","À vista no PIX com 15% OFF"
"","","","Kit Energia Solar Ongrid 800kWh Mês 6,20kWp 10 Painel Sunova 620W MicroInversor Deye 6,75kW 220V 12MPPT","https://www.meugerador.com.br/collections/kits-solar-ongrid/products/kit-energia-solar-ongrid-800kwh-mes-6-20kwp-10-painel-sunova-620w-microinversor-deye-6-75kw-220v-12mppt","R$ 9.797,25","À vista no PIX com 15% OFF"
"","","","Kit Energia Solar Ongrid 800kWh Mês 6,20kWp 10 Painel Sunova 620W Micro Growatt 6,75kW 220V 12MPPT","https://www.meugerador.com.br/collections/kits-solar-ongrid/products/kit-energia-solar-ongrid-800kwh-mes-6-20kwp-10-painel-sunova-620w-micro-growatt-6-75kw-220v-12mppt","R$ 9.894,94","À vista no PIX com 15% OFF"
"","","","Kit Energia Solar Ongrid 800kWh Mês 6,20kWp 10 painel Sunova 620W Inversor Growatt X2 7,5kW 220V 2MPPT (FASTTRACK)","https://www.meugerador.com.br/collections/kits-solar-ongrid/products/kit-energia-solar-ongrid-800kwh-mes-6-20kwp-10-painel-sunova-620w-inversor-growatt-x2-7-5kw-220v-2mppt-fasttrack","R$ 10.012,17","À vista no PIX com 15% OFF"
"","","","Kit Energia Solar Ongrid 900kWh Mês 6,82kWp 11 Painel Sunova 620W Inversor Sungrow 6kW 220V 2MPPT","https://www.meugerador.com.br/collections/kits-solar-ongrid/products/kit-energia-solar-ongrid-900kwh-mes-6-82kwp-11-painel-sunova-620w-inversor-sungrow-6kw-220v-2mppt","R$ 10.043,13","À vista no PIX com 15% OFF"
"","","","Kit Energia Solar Ongrid 1000kWh Mês 7,44kWp 12 Painel Sunova 620W Inversor Growatt 6kW X2 220V 2MPPT","https://www.meugerador.com.br/collections/kits-solar-ongrid/products/kit-energia-solar-ongrid-1000kwh-mes-7-44kwp-12-painel-sunova-620w-inversor-growatt-6kw-x2-220v-2mppt","R$ 10.121,24","À vista no PIX com 15% OFF"
"","","","Kit Energia Solar Ongrid 900kWh Mês 6,82kWp 11 Painel Sunova 620W MicroInversor SAJ 6,75kW 220V 12MPPT","https://www.meugerador.com.br/collections/kits-solar-ongrid/products/kit-energia-solar-ongrid-900kwh-mes-6-82kwp-11-painel-sunova-620w-microinversor-saj-6-75kw-220v-12mppt","R$ 10.179,54","À vista no PIX com 15% OFF"
"","","","Kit Energia Solar Ongrid 900kWh Mês 6,82kWp 11 Painel Sunova 620W MicroInversor Deye 6,75kW 220V 12MPPT","https://www.meugerador.com.br/collections/kits-solar-ongrid/products/kit-energia-solar-ongrid-900kwh-mes-6-82kwp-11-painel-sunova-620w-microinversor-deye-6-75kw-220v-12mppt","R$ 10.400,30","À vista no PIX com 15% OFF"
"","","","Kit Energia Solar Ongrid 900kWh Mês 6,82kWp 11 Painel Sunova 620W Micro Growatt 6,75kW 220V 12MPPT","https://www.meugerador.com.br/collections/kits-solar-ongrid/products/kit-energia-solar-ongrid-900kwh-mes-6-82kwp-11-painel-sunova-620w-micro-growatt-6-75kw-220v-12mppt","R$ 10.497,98","À vista no PIX com 15% OFF"
"","","","Kit Energia Solar Ongrid 900kWh Mês 6,82kWp 11 Painel Sunova 620W Inversor Growatt X2 7,5kW 220V 2MPPT (FASTTRACK)","https://www.meugerador.com.br/collections/kits-solar-ongrid/products/kit-energia-solar-ongrid-900kwh-mes-6-82kwp-11-painel-sunova-620w-inversor-growatt-x2-7-5kw-220v-2mppt-fasttrack","R$ 10.594,61","À vista no PIX com 15% OFF"
"","","","Kit Energia Solar Ongrid 1000kWh Mês 7,44kWp 12 Painel Sunova 620W Inversor Sungrow 6kW 220V 2MPPT","https://www.meugerador.com.br/collections/kits-solar-ongrid/products/kit-energia-solar-ongrid-1000kwh-mes-7-44kwp-12-painel-sunova-620w-inversor-sungrow-6kw-220v-2mppt","R$ 10.625,58","À vista no PIX com 15% OFF"
