sku,image_index,filename,category,manufacturer,cdn_url,size_bytes,format
"IMAGEPRODUCT052115",0,"IMAGE_PRODUCT_052115.jpg","cabos","unknown","https://cdn.yellosolarhub.com/products/cabos/IMAGE_PRODUCT_052115.jpg",7930,"jpg"
"IMAGEPRODUCT052117",0,"IMAGE_PRODUCT_052117.jpg","cabos","unknown","https://cdn.yellosolarhub.com/products/cabos/IMAGE_PRODUCT_052117.jpg",7930,"jpg"
"IMAGEPRODUCT052118",0,"IMAGE_PRODUCT_052118.png","cabos","unknown","https://cdn.yellosolarhub.com/products/cabos/IMAGE_PRODUCT_052118.png",55345,"png"
"IMAGEPRODUCT052119",0,"IMAGE_PRODUCT_052119.jpg","cabos","unknown","https://cdn.yellosolarhub.com/products/cabos/IMAGE_PRODUCT_052119.jpg",7930,"jpg"
"IMAGEPRODUCT052121",0,"IMAGE_PRODUCT_052121.jpg","cabos","unknown","https://cdn.yellosolarhub.com/products/cabos/IMAGE_PRODUCT_052121.jpg",7930,"jpg"
"IMAGEPRODUCT052122",0,"IMAGE_PRODUCT_052122.png","cabos","unknown","https://cdn.yellosolarhub.com/products/cabos/IMAGE_PRODUCT_052122.png",55345,"png"
"IMAGEPRODUCT052123",0,"IMAGE_PRODUCT_052123.jpg","cabos","unknown","https://cdn.yellosolarhub.com/products/cabos/IMAGE_PRODUCT_052123.jpg",7930,"jpg"
"IMAGEPRODUCT052124",0,"IMAGE_PRODUCT_052124.png","cabos","unknown","https://cdn.yellosolarhub.com/products/cabos/IMAGE_PRODUCT_052124.png",55345,"png"
"IMAGEPRODUCT052125",0,"IMAGE_PRODUCT_052125.jpg","cabos","unknown","https://cdn.yellosolarhub.com/products/cabos/IMAGE_PRODUCT_052125.jpg",7930,"jpg"
"IMAGEPRODUCT052126",0,"IMAGE_PRODUCT_052126.png","cabos","unknown","https://cdn.yellosolarhub.com/products/cabos/IMAGE_PRODUCT_052126.png",55345,"png"
"IMAGEPRODUCT052127",0,"IMAGE_PRODUCT_052127.png","cabos","unknown","https://cdn.yellosolarhub.com/products/cabos/IMAGE_PRODUCT_052127.png",63328,"png"
"IMAGEPRODUCT052128",0,"IMAGE_PRODUCT_052128.png","cabos","unknown","https://cdn.yellosolarhub.com/products/cabos/IMAGE_PRODUCT_052128.png",63328,"png"
"IMAGEPRODUCT052129",0,"IMAGE_PRODUCT_052129.png","cabos","unknown","https://cdn.yellosolarhub.com/products/cabos/IMAGE_PRODUCT_052129.png",75150,"png"
"IMAGEPRODUCT052130",0,"IMAGE_PRODUCT_052130.png","cabos","unknown","https://cdn.yellosolarhub.com/products/cabos/IMAGE_PRODUCT_052130.png",78860,"png"
"NEOSOLARCABLES20077",0,"neosolar_cables_20077.jpg","cabos","NEOSOLAR","https://cdn.yellosolarhub.com/products/cabos/neosolar_cables_20077.jpg",53084,"jpg"
"NEOSOLARCABLES20078",0,"neosolar_cables_20078.jpg","cabos","NEOSOLAR","https://cdn.yellosolarhub.com/products/cabos/neosolar_cables_20078.jpg",56395,"jpg"
"NEOSOLARCABLES20121",0,"neosolar_cables_20121.jpg","cabos","NEOSOLAR","https://cdn.yellosolarhub.com/products/cabos/neosolar_cables_20121.jpg",15706,"jpg"
"NEOSOLARCABLES20122",0,"neosolar_cables_20122.jpg","cabos","NEOSOLAR","https://cdn.yellosolarhub.com/products/cabos/neosolar_cables_20122.jpg",33359,"jpg"
"NEOSOLARCABLES20126",0,"NEOSOLAR_CABLES_20126.jpg","cabos","NEOSOLAR","https://cdn.yellosolarhub.com/products/cabos/NEOSOLAR_CABLES_20126.jpg",35530,"jpg"
"NEOSOLARCABLES20127",0,"NEOSOLAR_CABLES_20127.jpg","cabos","NEOSOLAR","https://cdn.yellosolarhub.com/products/cabos/NEOSOLAR_CABLES_20127.jpg",33512,"jpg"
"NEOSOLARCABLES20128",0,"NEOSOLAR_CABLES_20128.jpg","cabos","NEOSOLAR","https://cdn.yellosolarhub.com/products/cabos/NEOSOLAR_CABLES_20128.jpg",33751,"jpg"
"NEOSOLARCABLES20131",0,"NEOSOLAR_CABLES_20131.jpg","cabos","NEOSOLAR","https://cdn.yellosolarhub.com/products/cabos/NEOSOLAR_CABLES_20131.jpg",34691,"jpg"
"NEOSOLARCABLES20132",0,"NEOSOLAR_CABLES_20132.jpg","cabos","NEOSOLAR","https://cdn.yellosolarhub.com/products/cabos/NEOSOLAR_CABLES_20132.jpg",36846,"jpg"
"NEOSOLARCABLES20134",0,"NEOSOLAR_CABLES_20134.jpg","cabos","NEOSOLAR","https://cdn.yellosolarhub.com/products/cabos/NEOSOLAR_CABLES_20134.jpg",39384,"jpg"
"NEOSOLARCABLES20135",0,"NEOSOLAR_CABLES_20135.jpg","cabos","NEOSOLAR","https://cdn.yellosolarhub.com/products/cabos/NEOSOLAR_CABLES_20135.jpg",40699,"jpg"
"NEOSOLARCABLES20137",0,"NEOSOLAR_CABLES_20137.jpg","cabos","NEOSOLAR","https://cdn.yellosolarhub.com/products/cabos/NEOSOLAR_CABLES_20137.jpg",39611,"jpg"
"NEOSOLARCABLES20139",0,"NEOSOLAR_CABLES_20139.jpg","cabos","NEOSOLAR","https://cdn.yellosolarhub.com/products/cabos/NEOSOLAR_CABLES_20139.jpg",34403,"jpg"
"NEOSOLARCABLES20142",0,"NEOSOLAR_CABLES_20142.jpg","cabos","NEOSOLAR","https://cdn.yellosolarhub.com/products/cabos/NEOSOLAR_CABLES_20142.jpg",34403,"jpg"
"NEOSOLARCABLES20286",0,"neosolar_cables_20286.jpg","cabos","NEOSOLAR","https://cdn.yellosolarhub.com/products/cabos/neosolar_cables_20286.jpg",37040,"jpg"
"NEOSOLARCABLES20369",0,"neosolar_cables_20369.jpg","cabos","NEOSOLAR","https://cdn.yellosolarhub.com/products/cabos/neosolar_cables_20369.jpg",25746,"jpg"
"NEOSOLARCABLES20371",0,"neosolar_cables_20371.jpg","cabos","NEOSOLAR","https://cdn.yellosolarhub.com/products/cabos/neosolar_cables_20371.jpg",30739,"jpg"
"NEOSOLARCABLES20789",0,"neosolar_cables_20789.jpg","cabos","NEOSOLAR","https://cdn.yellosolarhub.com/products/cabos/neosolar_cables_20789.jpg",16243,"jpg"
"NEOSOLARCABLES20925",0,"neosolar_cables_20925.jpg","cabos","NEOSOLAR","https://cdn.yellosolarhub.com/products/cabos/neosolar_cables_20925.jpg",16995,"jpg"
"NEOSOLARCABLES21769",0,"neosolar_cables_21769.jpg","cabos","NEOSOLAR","https://cdn.yellosolarhub.com/products/cabos/neosolar_cables_21769.jpg",42352,"jpg"
"NEOSOLARCABLES21770",0,"neosolar_cables_21770.jpg","cabos","NEOSOLAR","https://cdn.yellosolarhub.com/products/cabos/neosolar_cables_21770.jpg",47496,"jpg"
"NEOSOLARCABLES21771",0,"neosolar_cables_21771.jpg","cabos","NEOSOLAR","https://cdn.yellosolarhub.com/products/cabos/neosolar_cables_21771.jpg",47505,"jpg"
"NEOSOLARCABLES21772",0,"neosolar_cables_21772.jpg","cabos","NEOSOLAR","https://cdn.yellosolarhub.com/products/cabos/neosolar_cables_21772.jpg",36169,"jpg"
"NEOSOLARCABLES21998",0,"NEOSOLAR_CABLES_21998.jpg","cabos","NEOSOLAR","https://cdn.yellosolarhub.com/products/cabos/NEOSOLAR_CABLES_21998.jpg",28758,"jpg"
"NEOSOLARCABLES23052",0,"NEOSOLAR_CABLES_23052.jpg","cabos","NEOSOLAR","https://cdn.yellosolarhub.com/products/cabos/NEOSOLAR_CABLES_23052.jpg",28758,"jpg"
"NEOSOLARCABLES23053",0,"NEOSOLAR_CABLES_23053.jpg","cabos","NEOSOLAR","https://cdn.yellosolarhub.com/products/cabos/NEOSOLAR_CABLES_23053.jpg",28758,"jpg"
"NEOSOLARCABLES23054",0,"NEOSOLAR_CABLES_23054.jpg","cabos","NEOSOLAR","https://cdn.yellosolarhub.com/products/cabos/NEOSOLAR_CABLES_23054.jpg",28758,"jpg"
"NEOSOLARCABLES23055",0,"NEOSOLAR_CABLES_23055.jpg","cabos","NEOSOLAR","https://cdn.yellosolarhub.com/products/cabos/NEOSOLAR_CABLES_23055.jpg",28758,"jpg"
"NEOSOLARCABLES23503",0,"neosolar_cables_23503.jpg","cabos","NEOSOLAR","https://cdn.yellosolarhub.com/products/cabos/neosolar_cables_23503.jpg",228040,"jpg"
"NEOSOLARCABLES23504",0,"neosolar_cables_23504.jpg","cabos","NEOSOLAR","https://cdn.yellosolarhub.com/products/cabos/neosolar_cables_23504.jpg",243935,"jpg"
"NEOSOLARCABLES23505",0,"neosolar_cables_23505.jpg","cabos","NEOSOLAR","https://cdn.yellosolarhub.com/products/cabos/neosolar_cables_23505.jpg",243935,"jpg"
"NEOSOLARCABLES23780",0,"neosolar_cables_23780.jpg","cabos","NEOSOLAR","https://cdn.yellosolarhub.com/products/cabos/neosolar_cables_23780.jpg",43645,"jpg"
"NEOSOLARCABLES25205",0,"neosolar_cables_25205.jpg","cabos","NEOSOLAR","https://cdn.yellosolarhub.com/products/cabos/neosolar_cables_25205.jpg",36220,"jpg"
"NEOSOLARCABLES27352",0,"neosolar_cables_27352.jpg","cabos","NEOSOLAR","https://cdn.yellosolarhub.com/products/cabos/neosolar_cables_27352.jpg",43636,"jpg"
"NEOSOLARCHARGERS20031",0,"NEOSOLAR_CHARGERS_20031.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_20031.jpg",31205,"jpg"
"NEOSOLARCHARGERS20034",0,"NEOSOLAR_CHARGERS_20034.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_20034.jpg",26263,"jpg"
"NEOSOLARCHARGERS20035",0,"NEOSOLAR_CHARGERS_20035.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_20035.jpg",47249,"jpg"
"NEOSOLARCHARGERS20043",0,"NEOSOLAR_CHARGERS_20043.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_20043.jpg",43774,"jpg"
"NEOSOLARCHARGERS20044",0,"NEOSOLAR_CHARGERS_20044.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_20044.jpg",55990,"jpg"
"NEOSOLARCHARGERS20045",0,"NEOSOLAR_CHARGERS_20045.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_20045.jpg",40543,"jpg"
"NEOSOLARCHARGERS20858",0,"neosolar_chargers_20858.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/neosolar_chargers_20858.jpg",24432,"jpg"
"NEOSOLARCHARGERS20859",0,"NEOSOLAR_CHARGERS_20859.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_20859.jpg",24432,"jpg"
"NEOSOLARCHARGERS20860",0,"NEOSOLAR_CHARGERS_20860.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_20860.jpg",29159,"jpg"
"NEOSOLARCHARGERS20861",0,"NEOSOLAR_CHARGERS_20861.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_20861.jpg",24432,"jpg"
"NEOSOLARCHARGERS20862",0,"NEOSOLAR_CHARGERS_20862.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_20862.jpg",25571,"jpg"
"NEOSOLARCHARGERS20863",0,"NEOSOLAR_CHARGERS_20863.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_20863.jpg",23563,"jpg"
"NEOSOLARCHARGERS20864",0,"NEOSOLAR_CHARGERS_20864.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_20864.jpg",17405,"jpg"
"NEOSOLARCHARGERS20865",0,"neosolar_chargers_20865.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/neosolar_chargers_20865.jpg",40239,"jpg"
"NEOSOLARCHARGERS20866",0,"neosolar_chargers_20866.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/neosolar_chargers_20866.jpg",45598,"jpg"
"NEOSOLARCHARGERS20868",0,"NEOSOLAR_CHARGERS_20868.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_20868.jpg",24141,"jpg"
"NEOSOLARCHARGERS20870",0,"NEOSOLAR_CHARGERS_20870.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_20870.jpg",24688,"jpg"
"NEOSOLARCHARGERS20871",0,"NEOSOLAR_CHARGERS_20871.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_20871.jpg",32627,"jpg"
"NEOSOLARCHARGERS20872",0,"NEOSOLAR_CHARGERS_20872.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_20872.jpg",54446,"jpg"
"NEOSOLARCHARGERS20873",0,"neosolar_chargers_20873.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/neosolar_chargers_20873.jpg",54446,"jpg"
"NEOSOLARCHARGERS21294",0,"NEOSOLAR_CHARGERS_21294.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_21294.jpg",36297,"jpg"
"NEOSOLARCHARGERS21295",0,"NEOSOLAR_CHARGERS_21295.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_21295.jpg",18279,"jpg"
"NEOSOLARCHARGERS21741",0,"neosolar_chargers_21741.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/neosolar_chargers_21741.jpg",57262,"jpg"
"NEOSOLARCHARGERS21742",0,"neosolar_chargers_21742.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/neosolar_chargers_21742.jpg",34519,"jpg"
"NEOSOLARCHARGERS21743",0,"neosolar_chargers_21743.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/neosolar_chargers_21743.jpg",50633,"jpg"
"NEOSOLARCHARGERS21751",0,"neosolar_chargers_21751.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/neosolar_chargers_21751.jpg",66241,"jpg"
"NEOSOLARCHARGERS21755",0,"neosolar_chargers_21755.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/neosolar_chargers_21755.jpg",66241,"jpg"
"NEOSOLARCHARGERS21756",0,"neosolar_chargers_21756.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/neosolar_chargers_21756.jpg",61952,"jpg"
"NEOSOLARCHARGERS21757",0,"NEOSOLAR_CHARGERS_21757.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_21757.jpg",66241,"jpg"
"NEOSOLARCHARGERS22154",0,"NEOSOLAR_CHARGERS_22154.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_22154.jpg",57536,"jpg"
"NEOSOLARCHARGERS23757",0,"NEOSOLAR_CHARGERS_23757.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_23757.jpg",65387,"jpg"
"NEOSOLARCHARGERS23758",0,"NEOSOLAR_CHARGERS_23758.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_23758.jpg",65087,"jpg"
"NEOSOLARCHARGERS23759",0,"NEOSOLAR_CHARGERS_23759.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_23759.jpg",407304,"jpg"
"NEOSOLARCHARGERS23760",0,"NEOSOLAR_CHARGERS_23760.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_23760.jpg",45631,"jpg"
"NEOSOLARCHARGERS23761",0,"NEOSOLAR_CHARGERS_23761.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_23761.jpg",86385,"jpg"
"NEOSOLARCHARGERS23762",0,"neosolar_chargers_23762.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/neosolar_chargers_23762.jpg",48758,"jpg"
"NEOSOLARCHARGERS24019",0,"NEOSOLAR_CHARGERS_24019.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_24019.jpg",70687,"jpg"
"NEOSOLARCHARGERS24021",0,"NEOSOLAR_CHARGERS_24021.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_24021.jpg",86452,"jpg"
"NEOSOLARCHARGERS24072",0,"NEOSOLAR_CHARGERS_24072.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_24072.jpg",430111,"jpg"
"NEOSOLARCHARGERS24249",0,"NEOSOLAR_CHARGERS_24249.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_24249.jpg",73253,"jpg"
"NEOSOLARCHARGERS24467",0,"NEOSOLAR_CHARGERS_24467.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_24467.jpg",23052,"jpg"
"NEOSOLARCHARGERS24468",0,"neosolar_chargers_24468.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/neosolar_chargers_24468.jpg",23750,"jpg"
"NEOSOLARCHARGERS24473",0,"NEOSOLAR_CHARGERS_24473.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_24473.jpg",33417,"jpg"
"NEOSOLARCHARGERS24474",0,"NEOSOLAR_CHARGERS_24474.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_24474.jpg",39269,"jpg"
"NEOSOLARCHARGERS24475",0,"NEOSOLAR_CHARGERS_24475.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_24475.jpg",33417,"jpg"
"NEOSOLARCHARGERS24593",0,"neosolar_chargers_24593.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/neosolar_chargers_24593.jpg",301078,"jpg"
"NEOSOLARCHARGERS24594",0,"neosolar_chargers_24594.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/neosolar_chargers_24594.jpg",42203,"jpg"
"NEOSOLARCHARGERS24606",0,"NEOSOLAR_CHARGERS_24606.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_24606.jpg",49615,"jpg"
"NEOSOLARCHARGERS24607",0,"NEOSOLAR_CHARGERS_24607.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_24607.jpg",44842,"jpg"
"NEOSOLARCHARGERS24608",0,"NEOSOLAR_CHARGERS_24608.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_24608.jpg",54380,"jpg"
"NEOSOLARCHARGERS24609",0,"neosolar_chargers_24609.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/neosolar_chargers_24609.jpg",47495,"jpg"
"NEOSOLARCHARGERS24713",0,"neosolar_chargers_24713.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/neosolar_chargers_24713.jpg",69863,"jpg"
"NEOSOLARCHARGERS24714",0,"neosolar_chargers_24714.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/neosolar_chargers_24714.jpg",91056,"jpg"
"NEOSOLARCHARGERS24715",0,"NEOSOLAR_CHARGERS_24715.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_24715.jpg",58987,"jpg"
"NEOSOLARCHARGERS24716",0,"NEOSOLAR_CHARGERS_24716.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_24716.jpg",58987,"jpg"
"NEOSOLARCHARGERS24717",0,"NEOSOLAR_CHARGERS_24717.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_24717.jpg",92805,"jpg"
"NEOSOLARCHARGERS24718",0,"NEOSOLAR_CHARGERS_24718.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_24718.jpg",90185,"jpg"
"NEOSOLARCHARGERS24795",0,"NEOSOLAR_CHARGERS_24795.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_24795.jpg",56868,"jpg"
"NEOSOLARCHARGERS24801",0,"NEOSOLAR_CHARGERS_24801.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_24801.jpg",66575,"jpg"
"NEOSOLARCHARGERS24802",0,"NEOSOLAR_CHARGERS_24802.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_24802.jpg",66575,"jpg"
"NEOSOLARCHARGERS25012",0,"NEOSOLAR_CHARGERS_25012.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_25012.jpg",65688,"jpg"
"NEOSOLARCHARGERS25023",0,"NEOSOLAR_CHARGERS_25023.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_25023.jpg",58987,"jpg"
"NEOSOLARCHARGERS25024",0,"NEOSOLAR_CHARGERS_25024.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_25024.jpg",90185,"jpg"
"NEOSOLARCHARGERS25025",0,"NEOSOLAR_CHARGERS_25025.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_25025.jpg",92805,"jpg"
"NEOSOLARCHARGERS25128",0,"NEOSOLAR_CHARGERS_25128.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_25128.jpg",56846,"jpg"
"NEOSOLARCHARGERS25220",0,"NEOSOLAR_CHARGERS_25220.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_25220.jpg",76809,"jpg"
"NEOSOLARCHARGERS26359",0,"neosolar_chargers_26359.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/neosolar_chargers_26359.jpg",59891,"jpg"
"NEOSOLARCHARGERS26360",0,"NEOSOLAR_CHARGERS_26360.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_26360.jpg",64297,"jpg"
"NEOSOLARCHARGERS26361",0,"neosolar_chargers_26361.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/neosolar_chargers_26361.jpg",1486,"jpg"
"NEOSOLARCHARGERS26525",0,"neosolar_chargers_26525.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/neosolar_chargers_26525.jpg",1486,"jpg"
"NEOSOLARCHARGERS26526",0,"neosolar_chargers_26526.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/neosolar_chargers_26526.jpg",1486,"jpg"
"NEOSOLARCHARGERS26900",0,"NEOSOLAR_CHARGERS_26900.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_26900.jpg",1486,"jpg"
"NEOSOLARCHARGERS26901",0,"NEOSOLAR_CHARGERS_26901.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_26901.jpg",1486,"jpg"
"NEOSOLARCHARGERS26902",0,"NEOSOLAR_CHARGERS_26902.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_26902.jpg",66318,"jpg"
"NEOSOLARCHARGERS26903",0,"NEOSOLAR_CHARGERS_26903.jpg","carregadores","NEOSOLAR","https://cdn.yellosolarhub.com/products/carregadores/NEOSOLAR_CHARGERS_26903.jpg",418278,"jpg"
